ip-aims-ivr,MJ0252LF,LENOVO,LENOVO 10A7000BUS,,172.29.208.129,Island Princess,Computer,,ServiceNow,4/27/2023
cb-eseacare1,MJ02QJSZ,LENOVO,LENOVO 10AAS0J300,,172.29.194.162,Caribbean Princess,Computer,,ServiceNow,4/27/2023
ipdekstatbrd,MJ03R8TQ,LENOVO,LENOVO 10FLS1VQ07,,172.29.209.78,Island Princess,Computer,,ServiceNow,4/27/2023
ipentyamoff1,MJ03U1DQ,LENOVO,LENOVO 10FLS1VQ07,,172.29.209.115,Island Princess,Computer,,ServiceNow,4/27/2023
ipcasvault,MJ445CM,LENOVO,LENOVO 3238CH6,,172.29.209.180,Island Princess,Computer,,ServiceNow,4/27/2023
ip-napaloading,MJZWAPP,LENOVO,LENOVO 2992E3U,,172.29.209.100,Island Princess,Computer,,ServiceNow,4/27/2023
ipwpermittab2,QTFM088U19002536,Microsoft Corporation,Microsoft Corporation Surface Go 3,,172.29.209.129,Island Princess,Computer,,ServiceNow,4/27/2023
cb-it-aitolap,/6XRFRQ2/CNCMK007BC02ED/,Dell Inc.,Dell Inc. Latitude 7480,,172.29.193.44,Caribbean Princess,Computer,,ServiceNow,4/28/2023
cb-itspare10,/B620L33/CNCMK0004I30ED/,Dell Inc.,Dell Inc. Latitude 5400,,172.29.195.45,Caribbean Princess,Computer,,ServiceNow,4/28/2023
cb-eseacare3,/F0VSVT2/CNCMK0093A0080/,Dell Inc.,Dell Inc. Latitude 7480,,172.29.194.104,Caribbean Princess,Computer,,ServiceNow,4/28/2023
cbmedsnur,/GGM2ZS3/CNWS20029807UE/,Dell Inc.,Dell Inc. OptiPlex 3000,,172.29.193.110,Caribbean Princess,Computer,,ServiceNow,4/28/2023
cb-med2,MJ00P7AD,LENOVO,LENOVO 10AAS0J300,,172.29.195.113,Caribbean Princess,Computer,,ServiceNow,4/28/2023
cb-deck-sftyoff,MJ00P7GD,LENOVO,LENOVO 10AAS0J300,,172.29.194.30,Caribbean Princess,Computer,,ServiceNow,4/28/2023
cb-btq-mgr,MJ020511,LENOVO,LENOVO 10AAS0J300,,172.29.195.59,Caribbean Princess,Computer,,ServiceNow,4/28/2023
ap-ilo-pc-7,/2STLH63/CNPE10007U072Q/,Dell Inc.,Dell Inc. OptiPlex 7480 AIO,,172.29.227.54,Grand Princess,Computer,,ServiceNow,5/1/2023
aphkppbareaoff1,/78D4X63/CNPEC0004U00KF/,Dell Inc.,Dell Inc. OptiPlex 3080,,172.29.227.22,Grand Princess,Computer,,ServiceNow,5/1/2023
apdinmaitred,/7BK9X63/CNPEC0005108N0/,Dell Inc.,Dell Inc. OptiPlex 3080,,172.29.227.133,Grand Princess,Computer,,ServiceNow,5/1/2023
ap-gsvc-gss,/8F9FRD2/CN7220066G015G/,Dell Inc.,Dell Inc. OptiPlex 3040,,172.29.227.105,Grand Princess,Computer,,ServiceNow,5/1/2023
ap-frntdesk-3,/B11ZHL2/CNPE10078G0AML/,Dell Inc.,Dell Inc. OptiPlex 3050,,172.29.227.29,Grand Princess,Computer,,ServiceNow,5/1/2023
ap-boutiq-str1,/DVW8HK2/CNFCW0074Q02MI/,Dell Inc.,Dell Inc. OptiPlex 3040,,172.29.227.152,Grand Princess,Computer,,ServiceNow,5/1/2023
apdekstcaptoff,/GQM78M2/CNPE1007AU0KRH/,Dell Inc.,Dell Inc. OptiPlex 3050,,172.29.227.138,Grand Princess,Computer,,ServiceNow,5/1/2023
ap-frntdesk-1,/GR468M2/CNPE1007AG0NLA/,Dell Inc.,Dell Inc. OptiPlex 3050,,172.29.227.219,Grand Princess,Computer,,ServiceNow,5/1/2023
ap-frntdesk-4,/GR568M2/CNPE1007AB0DGQ/,Dell Inc.,Dell Inc. OptiPlex 3050,,172.29.227.135,Grand Princess,Computer,,ServiceNow,5/1/2023
ap-gsvc-aito,/J0KXCS2/CNPE10088T1EOS/,Dell Inc.,Dell Inc. OptiPlex 3050,,172.29.227.189,Grand Princess,Computer,,ServiceNow,5/1/2023
apdekclerk1,apdekclerk1,,Unknown,,172.29.227.65,Grand Princess,Computer,,ServiceNow,5/1/2023
ap-gsvc-htlclk,ap-gsvc-htlclk,,Unknown,,172.29.227.212,Grand Princess,Computer,,ServiceNow,5/1/2023
ex-eltc-comlap2,/18DNL33/CNCMK0004H0D8A/,Dell Inc.,Dell Inc. Latitude 5400,,10.125.67.151,Enchanted Princess,Computer,,ServiceNow,5/3/2023
ex-gsvc-obsmtr2,/3WGB6J3/CNCMK001BE0100/,Dell Inc.,Dell Inc. Latitude 5420,,10.125.67.37,Enchanted Princess,Computer,,ServiceNow,5/3/2023
ex-med-ecarlap1,/3Y7NL33/CNCMK0004H0E35/,Dell Inc.,Dell Inc. Latitude 5400,,10.125.67.25,Enchanted Princess,Computer,,ServiceNow,5/3/2023
ex-hmrs-cwclap,/60WN2R2/TW3207098G02CC/,Dell Inc.,Dell Inc. Latitude 5400,,10.125.67.136,Enchanted Princess,Computer,,ServiceNow,5/3/2023
ex-cas-hostlap2,/8KSQL33/CNCMK0004H0ECC/,Dell Inc.,Dell Inc. Latitude 5400,,10.125.67.157,Enchanted Princess,Computer,,ServiceNow,5/3/2023
ex-fnb-barmgr,/94RYV23/CNFCW0001104LJ/,Dell Inc.,Dell Inc. OptiPlex 3070,,10.125.74.152,Enchanted Princess,Computer,,ServiceNow,5/3/2023
ex-photo-mgr,/9F10W23/CNFCW00012023L/,Dell Inc.,Dell Inc. OptiPlex 3070,,10.125.74.197,Enchanted Princess,Computer,,ServiceNow,5/3/2023
ex-tech-setolap,/BXTN2R2/TW3207098G014E/,Dell Inc.,Dell Inc. Latitude 5400,,10.125.67.24,Enchanted Princess,Computer,,ServiceNow,5/3/2023
ex-ent-fplan,/G0MQL33/CNCMK0004H0E2E/,Dell Inc.,Dell Inc. Latitude 5400,,10.125.67.34,Enchanted Princess,Computer,,ServiceNow,5/3/2023
ex-gsvc-obsmtr1,ex-gsvc-obsmtr1,,Unknown,,10.125.67.144,Enchanted Princess,Computer,,ServiceNow,5/3/2023
ex-gsvc-sitolap,ex-gsvc-sitolap,,Unknown,,10.125.67.11,Enchanted Princess,Computer,,ServiceNow,5/3/2023
ex-gsvc-lnavlap,/2PWSK33/CNCMK0004I3158/,Dell Inc.,Dell Inc. Latitude 5400,,10.125.67.26,Enchanted Princess,Computer,,ServiceNow,5/5/2023
cb-new-lap9,/45BJNH2/CN129637AR134E/,Dell Inc.,Dell Inc. Latitude 7480,,172.29.195.178,Coral Princess,Computer,,ServiceNow,5/5/2023
ex-loanerlap-02,/4DWN2R2/TW3207098G0370/,Dell Inc.,Dell Inc. Latitude 5400,,10.125.67.16,Enchanted Princess,Computer,,ServiceNow,5/5/2023
ex-gsvc-dcmlap,/5BZQL33/CNCMK0004H0E3C/,Dell Inc.,Dell Inc. Latitude 5400,,10.125.67.156,Enchanted Princess,Computer,,ServiceNow,5/5/2023
ex-deck-envolap,/6JZNL33/CNCMK0004H0ECD/,Dell Inc.,Dell Inc. Latitude 5400,,10.125.67.47,Enchanted Princess,Computer,,ServiceNow,5/5/2023
ex-deck-ssglap,/732NL33/CNCMK0004H0E9B/,Dell Inc.,Dell Inc. Latitude 5400,,10.125.67.15,Enchanted Princess,Computer,,ServiceNow,5/5/2023
ex-btq-watchlap,/7FSQL33/CNCMK0004H0D55/,Dell Inc.,Dell Inc. Latitude 5400,,10.125.67.150,Enchanted Princess,Computer,,ServiceNow,5/5/2023
ex-gsvc-obsmlp2,/B6G3MN3/CNCMK0023O0F25/,Dell Inc.,Dell Inc. Latitude 5420,,10.125.67.32,Enchanted Princess,Computer,,ServiceNow,5/5/2023
ex-hrms-trnglap,/JMJPL33/CNCMK0004H0F06/,Dell Inc.,Dell Inc. Latitude 5400,,10.125.67.145,Enchanted Princess,Computer,,ServiceNow,5/5/2023
ex-art-artlap,/JQSNL33/CNCMK0004H0EAB/,Dell Inc.,Dell Inc. Latitude 5400,,10.125.67.33,Enchanted Princess,Computer,,ServiceNow,5/5/2023
ex-gsvc-hgmcab,/JRTW8X2/CNFCW009CJ01FC/,Dell Inc.,Dell Inc. OptiPlex 3070,,10.125.67.18,Enchanted Princess,Computer,,ServiceNow,5/5/2023
ex-lndy-dk8,ex-lndy-dk8,,Unknown,,10.125.74.224,Enchanted Princess,Computer,,ServiceNow,5/5/2023
ex-med-ecarlap2,ex-med-ecarlap2,,Unknown,,10.125.67.39,Enchanted Princess,Computer,,ServiceNow,5/5/2023
ex-printshop-01,ex-printshop-01,,Unknown,,10.125.72.198,Enchanted Princess,Computer,,ServiceNow,5/5/2023
exwpermittab3,QTFM088U18017399,Microsoft Corporation,Microsoft Corporation Surface Go 3,,10.125.67.136,Enchanted Princess,Computer,,ServiceNow,5/5/2023
ruilo09,/7HR0XM3/CNPE1002230A2I/,Dell Inc.,Dell Inc. OptiPlex 7490 AIO,,10.28.240.143,Ruby Princess,Computer,,ServiceNow,5/6/2023
ex-cas-cage3,/9424W23/CNFCW0001104JU/,Dell Inc.,Dell Inc. OptiPlex 3070,,10.125.73.20,Enchanted Princess,Computer,,ServiceNow,5/6/2023
ex-cas-cage2,/949YV23/CNFCW000120758/,Dell Inc.,Dell Inc. OptiPlex 3070,,10.125.73.21,Enchanted Princess,Computer,,ServiceNow,5/6/2023
ex-cas-cage1,/94C3W23/CNFCW00012015A/,Dell Inc.,Dell Inc. OptiPlex 3070,,10.125.73.87,Enchanted Princess,Computer,,ServiceNow,5/6/2023
ex-tech-store1,/CWPCJ23/CNFCW009CL015L/,Dell Inc.,Dell Inc. OptiPlex 3070,,10.125.74.69,Enchanted Princess,Computer,,ServiceNow,5/6/2023
ex-hkpg-crew,/DYPDJ23/CNFCW009CM0362/,Dell Inc.,Dell Inc. OptiPlex 3070,,10.125.74.222,Enchanted Princess,Computer,,ServiceNow,5/6/2023
ex-ilo-08,/GL90H03/CNPE100996081K/,Dell Inc.,Dell Inc. OptiPlex 7470 AIO,,10.125.75.66,Enchanted Princess,Computer,,ServiceNow,5/6/2023
ex-printshop-2,/JRSNZL2/CNFCW009CK04JV/,Dell Inc.,Dell Inc. OptiPlex 3070,,10.125.74.163,Enchanted Princess,Computer,,ServiceNow,5/6/2023
kpdcvmwhv209,1X9PHV2,Dell Inc.,Dell Inc. R640 vSAN Ready Node,,10.120.133.159,Crown Princess,ESX Server,,ServiceNow,5/6/2023
kpdcvmwhv210,1X9QHV2,Dell Inc.,Dell Inc. R640 vSAN Ready Node,,10.120.133.137,Crown Princess,ESX Server,,ServiceNow,5/6/2023
kpdcvmwhv208,1X9RHV2,Dell Inc.,Dell Inc. R640 vSAN Ready Node,,10.120.133.158,Crown Princess,ESX Server,,ServiceNow,5/6/2023
kpdcvmwhv110,1X9SHV2,Dell Inc.,Dell Inc. R640 vSAN Ready Node,,10.120.133.134,Crown Princess,ESX Server,,ServiceNow,5/6/2023
kpdcvmwhv101,1X9VHV2,Dell Inc.,Dell Inc. R640 vSAN Ready Node,,10.120.133.141,Crown Princess,ESX Server,,ServiceNow,5/6/2023
kpdcvmwhv102,1XDPHV2,Dell Inc.,Dell Inc. R640 vSAN Ready Node,,10.120.133.142,Crown Princess,ESX Server,,ServiceNow,5/6/2023
kpdcvmwhv203,1XDQHV2,Dell Inc.,Dell Inc. R640 vSAN Ready Node,,10.120.133.153,Crown Princess,ESX Server,,ServiceNow,5/6/2023
kpdcvmwhv206,1XDRHV2,Dell Inc.,Dell Inc. R640 vSAN Ready Node,,10.120.133.156,Crown Princess,ESX Server,,ServiceNow,5/6/2023
kpdcvmwhv204,1XDSHV2,Dell Inc.,Dell Inc. R640 vSAN Ready Node,,10.120.133.154,Crown Princess,ESX Server,,ServiceNow,5/6/2023
kpdcvmwhv202,1XDTHV2,Dell Inc.,Dell Inc. R640 vSAN Ready Node,,10.120.133.152,Crown Princess,ESX Server,,ServiceNow,5/6/2023
kpdcvmwhv107,1XDVHV2,Dell Inc.,Dell Inc. R640 vSAN Ready Node,,10.120.133.147,Crown Princess,ESX Server,,ServiceNow,5/6/2023
kpdcvmwhv108,1XFNHV2,Dell Inc.,Dell Inc. R640 vSAN Ready Node,,10.120.133.148,Crown Princess,ESX Server,,ServiceNow,5/6/2023
kpdcvmwhv104,1XFPHV2,Dell Inc.,Dell Inc. R640 vSAN Ready Node,,10.120.133.144,Crown Princess,ESX Server,,ServiceNow,5/6/2023
kpdcvmwhv103,1XFQHV2,Dell Inc.,Dell Inc. R640 vSAN Ready Node,,10.120.133.143,Crown Princess,ESX Server,,ServiceNow,5/6/2023
kpdcvmwhv105,1XFRHV2,Dell Inc.,Dell Inc. R640 vSAN Ready Node,,10.120.133.145,Crown Princess,ESX Server,,ServiceNow,5/6/2023
kpdcvmwhv106,1XFSHV2,Dell Inc.,Dell Inc. R640 vSAN Ready Node,,10.120.133.146,Crown Princess,ESX Server,,ServiceNow,5/6/2023
kpdcvmwhv109,1XFTHV2,Dell Inc.,Dell Inc. R640 vSAN Ready Node,,10.120.133.149,Crown Princess,ESX Server,,ServiceNow,5/6/2023
kpdcvmwhv205,1XFVHV2,Dell Inc.,Dell Inc. R640 vSAN Ready Node,,10.120.133.155,Crown Princess,ESX Server,,ServiceNow,5/6/2023
kpdcvmwhv201,1XGNHV2,Dell Inc.,Dell Inc. R640 vSAN Ready Node,,10.120.133.151,Crown Princess,ESX Server,,ServiceNow,5/6/2023
kpdcvmwhv301,6NPNHV2,Dell Inc.,Dell Inc. PowerEdge R340,,10.120.133.170,Crown Princess,ESX Server,,ServiceNow,5/6/2023
abgarcsyslog,abgarcsyslog,,Unknown,,10.125.64.173,Enchanted Princess,Windows Server,,ServiceNow,5/6/2023
codc2,codc2,,Unknown,,172.29.200.11,Coral Princess,Windows Server,,ServiceNow,5/6/2023
ue1ailxelkmn103,ec2003be-0957-747a-c69f-7ddafc4a4ed7,Amazon EC2,Amazon EC2 t3a.large,,10.17.57.52,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1ailxelkcn101,ec20147b-934d-b4c1-260c-42c93f4e6da9,Amazon EC2,Amazon EC2 t3a.xlarge,,10.17.57.58,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1ailxopnam005,ec201da9-9c28-19a3-6310-0933a7201432,Amazon EC2,Amazon EC2 t3a.large,,10.17.38.234,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1eqlxkfkzk003,ec201e97-f22b-b13d-18c2-4f2993f386a7,Xen,Xen HVM domU,,10.17.89.182,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1ailxcbsdb001,ec201eb5-2cfc-578e-d37a-e9f839852ead,Amazon EC2,Amazon EC2 t3a.medium,,10.17.38.198,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1bqlxoraus001,ec203093-9859-60e1-b93b-b73dba92650a,Amazon EC2,Amazon EC2 t3a.2xlarge,,10.17.72.19,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1fqlxrhel86ami1,ec203b19-0259-dddd-b84b-6126adde9742,Amazon EC2,Amazon EC2 t3a.large,,10.17.71.42,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1eqlxkfkas004,ec204022-86e4-7e74-c123-e6646679b255,Xen,Xen HVM domU,,10.17.86.185,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1fqlxelkls001,ec204622-9670-77a4-3fda-eaca2d19f543,Amazon EC2,Amazon EC2 t3a.xlarge,,10.17.71.20,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1bqlxcbshi004,ec2049fc-ca1c-fbdb-1026-ae84e8c16319,Amazon EC2,Amazon EC2 r5a.2xlarge,,10.17.70.151,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1ailxkfkas010,ec2058bf-63d0-4d8f-4acb-92aba0be4596,Amazon EC2,Amazon EC2 t3a.medium,,10.17.38.235,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1eqlxelsas003,ec20671d-2dac-4854-42ed-9dc3a61fc9c5,Xen,Xen HVM domU,,10.17.86.103,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1ailxelkapm11,ec207226-0379-0457-e3b9-6488d7c8c8da,Amazon EC2,Amazon EC2 t3a.large,,10.17.57.60,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1eqlxcbsan008,ec207b2e-d4a8-9027-ba2a-5204b52f17b1,Xen,Xen HVM domU,,10.17.86.11,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1eqlxopnam002,ec209315-380c-80ac-f658-5ee65d0ed54c,Xen,Xen HVM domU,,10.17.75.158,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1bilxcbshr002,ec20a53d-1250-24a7-2b19-884a8d0b0c61,Amazon EC2,Amazon EC2 t3a.2xlarge,,10.17.39.215,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1eqlxtykdb007,ec20dac4-52a9-b70c-27e5-6e1fc8938830,Amazon EC2,Amazon EC2 t3a.medium,,10.17.69.98,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1ailxelkdn003,ec20eda0-aa4a-c0c5-23ef-c1c3e888e8b7,Amazon EC2,Amazon EC2 t3a.2xlarge,,10.17.57.16,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1bilxcbson002,ec20ef8d-b053-efeb-8249-1372e628d3e2,Amazon EC2,Amazon EC2 t3a.large,,10.17.39.251,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1fqlxcbsgw001,ec2103a3-3b8c-59c9-f51e-e1d95cdac1e1,Amazon EC2,Amazon EC2 m5a.4xlarge,,10.17.89.5,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1bilxorasb002,ec211774-06d2-6dc4-345e-c0bb42f9c013,Amazon EC2,Amazon EC2 r5a.2xlarge,,10.17.57.23,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1aqlxcbshi001,ec211d81-2699-9b6d-142d-19c7ef370b92,Amazon EC2,Amazon EC2 r5a.2xlarge,,10.17.69.163,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1ailxelkdn102,ec21305f-a7b1-b0e2-4030-fffa7a13ce1a,Amazon EC2,Amazon EC2 t3a.2xlarge,,10.17.57.54,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1fqlxcbsoq002,ec21399b-01a1-a334-33c8-3ec34559d5ba,Amazon EC2,Amazon EC2 t3a.2xlarge,,10.17.89.29,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1ailxelkls101,ec21447e-134f-2c9a-b8ed-a23d3ded85d8,Amazon EC2,Amazon EC2 t3a.xlarge,,10.17.57.59,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1eqlxkfkzk001,ec214e15-ff86-4586-22e6-a5f872480fd2,Xen,Xen HVM domU,,10.17.86.28,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1eqlxcbsdb001,ec2160c3-f752-1adf-12f0-6bfafc5e9d97,Xen,Xen HVM domU,,10.17.86.104,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1bilxopndj109,ec217f10-0df9-18ed-992d-fa1f7b1eed2c,Amazon EC2,Amazon EC2 t3a.medium,,10.17.39.80,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1bilxnbxas001,ec21924d-af93-db94-65ac-e5240113373a,Amazon EC2,Amazon EC2 t3a.xlarge,,10.17.39.32,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1fqlxelkdn101,ec219abc-6a7a-de14-b6c2-3049727b2701,Amazon EC2,Amazon EC2 t3a.2xlarge,,10.17.71.34,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1fqlxelkmn003,ec21c460-418b-bc3a-a583-5fe57c589db4,Amazon EC2,Amazon EC2 t3a.large,,10.17.71.13,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1fqlxcbsgw005,ec21c815-1b65-0d28-a323-d7a394a8ebda,Amazon EC2,Amazon EC2 t3a.2xlarge,,10.17.89.163,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1fqlxelkcn101,ec21cedf-2425-1f75-c2d1-f27f3af71e48,Amazon EC2,Amazon EC2 t3a.xlarge,,10.17.71.41,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1bqlxorasb003,ec21d1d1-4305-f278-1925-77f5b06aee1c,Amazon EC2,Amazon EC2 r5a.2xlarge,,10.17.72.13,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1bilxopndj102,ec21ec6c-f586-79da-fc58-b1c46a22aaaa,Amazon EC2,Amazon EC2 t3a.medium,,10.17.39.73,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1ailxelkdn001,ec21ef97-d85e-eebf-a543-a1b8395a35a6,Amazon EC2,Amazon EC2 t3a.2xlarge,,10.17.57.14,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1ailxopnas001,ec220b21-3364-0fb0-91ab-dc821f067290,Amazon EC2,Amazon EC2 t3a.large,,10.17.38.21,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1bilxopndj004,ec220b5d-c0bc-fec0-8810-6957493265ce,Amazon EC2,Amazon EC2 t3a.medium,,10.17.39.10,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1eqlxtibas007,ec222295-630c-087f-4f90-2373a6a72d77,Amazon EC2,Amazon EC2 m5a.2xlarge,,10.17.69.27,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1eqlxopndj004,ec2227b3-64b1-034a-badc-7b3f04c46b79,Xen,Xen HVM domU,,10.17.75.105,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1bilxorasb003,ec22470a-adec-6f16-23d1-6ae77932ac30,Amazon EC2,Amazon EC2 r5a.2xlarge,,10.17.57.24,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1ailxcbssp003,ec2252dd-36c5-938a-d96a-210ccbf7ea7b,Amazon EC2,Amazon EC2 t3a.medium,,10.17.38.41,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1eqlxcbssp001,ec225a44-604b-23a1-d378-134841f7d116,Xen,Xen HVM domU,,10.17.86.95,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1eqlxopnam004,ec226518-340b-fe84-be14-29521ce88b44,Xen,Xen HVM domU,,10.17.75.122,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1bqlxcbshe002,ec2277c4-3c09-d099-7422-2e8be9ab58e9,Amazon EC2,Amazon EC2 c5a.2xlarge,,10.17.70.166,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1bqlxorasb001,ec227e63-10f0-cdb5-3e90-b25c00ff6c41,Amazon EC2,Amazon EC2 r5a.2xlarge,,10.17.72.11,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1fqlxcbsgw003,ec22971e-3afe-69b1-d8c0-70930fe9bb18,Amazon EC2,Amazon EC2 m5a.4xlarge,,10.17.89.40,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1ailxr9test001,ec22ab98-b9b2-1fe8-2bc6-1fb1c562d6f8,Amazon EC2,Amazon EC2 t3a.large,,10.17.57.62,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1aqlxcbshq001,ec22bffb-92c7-e4af-d0e2-33267c3b5f80,Amazon EC2,Amazon EC2 c5a.2xlarge,,10.17.69.52,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1bilxopndj009,ec22c235-ef27-0b32-54ff-764087863ab2,Amazon EC2,Amazon EC2 t3a.medium,,10.17.39.110,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1fqlxkfkbr014,ec22ce9b-29e6-9a7f-1105-6c27e0b380c2,Amazon EC2,Amazon EC2 t3a.xlarge,,10.17.89.35,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1ailxelkdn104,ec22cf70-478e-95ba-d657-149dab2064d7,Amazon EC2,Amazon EC2 t3a.2xlarge,,10.17.57.56,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1bilxopnam102,ec22d3ba-1c84-fc24-8c20-2b93f762fdd0,Amazon EC2,Amazon EC2 t3a.large,,10.17.39.71,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1eqlxtykdb002,ec22db35-2c85-1b88-7f0a-0ccef1d1589d,Amazon EC2,Amazon EC2 t3a.medium,,10.17.69.93,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1ailxkfkzk006,ec22de30-afb0-5ade-b3b1-260a9e6f3cad,Amazon EC2,Amazon EC2 t3a.medium,,10.17.38.199,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1eqlxtykdb010,ec22de5a-3e9f-6dbf-9def-523ed97ef0ad,Amazon EC2,Amazon EC2 t3a.medium,,10.17.69.101,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1bilxtykdb007,ec22e83a-2f93-a87a-9056-a201ee13277f,Amazon EC2,Amazon EC2 t3a.small,,10.17.39.48,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1fqlxkfkbr003,ec22ea1f-9fe1-c007-2583-411e675a2324,Xen,Xen HVM domU,,10.17.89.250,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1eqlxieutl001,ec2303f5-e55c-ec3b-853a-a473c360d366,Amazon EC2,Amazon EC2 t3a.micro,,10.17.69.107,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1ailxkfkas001,ec230e01-33c9-9e4e-c0ad-026ebf156a32,Amazon EC2,Amazon EC2 t3a.large,,10.17.38.107,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1eqlxcbsad002,ec231006-218f-0351-5ab3-fed582486b89,Xen,Xen HVM domU,,10.17.89.87,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1bilxopndj101,ec231c85-e272-50b8-a732-a56c5dc0985e,Amazon EC2,Amazon EC2 t3a.medium,,10.17.39.72,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1bilxcbsmi002,ec23253b-ecf3-4df4-bf33-ae305b8ca577,Xen,Xen HVM domU,,10.17.39.13,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1bilxcbshr003,ec23291e-cd1c-5f51-79d3-b30c05d084d3,Amazon EC2,Amazon EC2 t3a.2xlarge,,10.17.39.198,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1eqlxmdnns001,ec2343ec-164e-6ba2-757c-fa7dd9fd7be5,Xen,Xen HVM domU,,10.17.93.93,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1fqlxkfkbr013,ec2348c0-367e-2556-c4db-b906f910458c,Amazon EC2,Amazon EC2 t3a.xlarge,,10.17.89.219,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1bilxopndj003,ec234978-bdf7-68eb-8674-257374fc9f7a,Amazon EC2,Amazon EC2 t3a.medium,,10.17.39.15,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1bilxtykdb003,ec2366f8-ea36-3302-0b7e-0f6869018de0,Amazon EC2,Amazon EC2 t3a.small,,10.17.39.34,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1ailxelsas101,ec237b2a-7ff2-9f63-2412-89ab11d2569f,Amazon EC2,Amazon EC2 t3a.2xlarge,,10.17.36.121,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1bilxtykdb011,ec238bb9-dd29-a362-aa2b-62c9a316ca4e,Amazon EC2,Amazon EC2 t3a.small,,10.17.39.45,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
ue1ailxkfkbr014,ec238e70-6467-a03f-db37-4b9743aa1322,Amazon EC2,Amazon EC2 t3a.xlarge,,10.17.38.67,AWS Cloud,Linux Server,,ServiceNow,5/6/2023
